序號,代碼,校區,供水區,水號,水號格式1,裝置日期,供水區說明,識別碼,水號,繳費年月,水費年,水費月,用水度數,應繳金額,與去年比較增減度數
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,1405,51180001006,109/02,109,02,4697.0,77645.0,-1139.0
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,1415,51180001006,109/03,109,03,971.0,16725.0,-1373.0
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,1425,51180001006,109/04,109,04,4051.0,67083.0,-1097.0
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,1435,51180001006,109/05,109,05,5162.0,85247.0,627.0
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,1445,51180001006,109/06,109,06,6106.0,100682.0,408.0
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,1455,51180001006,109/07,109,07,6459.0,106454.0,790.0
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,1465,51180001006,109/08,109,08,2684.0,44732.0,453.0
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,1475,51180001006,109/09,109,09,1480.0,25047.0,312.0
4.0,A4,蘭潭,蘭潭-宿舍區,51180001006,51-1800-0100-6,1984-01-14 00:00:00,學生2、3、5、6舍用水,1485,51180001006,109/10,109,10,3581.0,59399.0,576.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,232,5Y240018005,101/08,101,08,8607.0,141574.0,1141.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,242,5Y240018005,101/09,101,09,5448.0,89923.0,-254.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,252,5Y240018005,101/10,101,10,7326.0,120628.0,-1184.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,262,5Y240018005,101/11,101,11,11573.0,190067.0,-4718.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,272,5Y240018005,101/12,101,12,12660.0,207839.0,138.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,280,5Y240018005,102/01,102,01,10892.0,178933.0,627.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,286,5Y240018005,102/02,102,02,11390.0,187075.0,1068.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,296,5Y240018005,102/03,102,03,6591.0,108612.0,1712.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,310,5Y240018005,097/01,097,01,17654.0,289492.0,None
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,4,5Y240018005,099/07,099,07,21958.0,359863.0,149.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,12,5Y240018005,099/08,099,08,18315.0,300299.0,-3494.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,20,5Y240018005,099/09,099,09,14449.0,237089.0,-7360.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,28,5Y240018005,099/10,099,10,17173.0,281627.0,-4636.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,36,5Y240018005,099/11,099,11,22168.0,363295.0,359.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,45,5Y240018005,099/12,099,12,24308.0,398285.0,2499.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,54,5Y240018005,100/01,100,01,20039.0,328486.0,-1770.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,63,5Y240018005,100/02,100,02,19443.0,318741.0,4432.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,72,5Y240018005,100/03,100,03,22179.0,363475.0,10378.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,81,5Y240018005,100/04,100,04,21887.0,358701.0,5033.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,90,5Y240018005,100/05,100,05,20282.0,332459.0,3700.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,99,5Y240018005,100/06,100,06,23546.0,385826.0,4538.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,108,5Y240018005,100/07,100,07,19773.0,324137.0,-2185.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,117,5Y240018005,100/08,100,08,7466.0,122918.0,-10849.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,126,5Y240018005,100/09,100,09,5702.0,94075.0,-8747.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,135,5Y240018005,100/10,100,10,8510.0,139987.0,-8663.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,144,5Y240018005,100/11,100,11,16291.0,267207.0,-5877.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,153,5Y240018005,100/12,100,12,12522.0,205583.0,-11786.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,162,5Y240018005,101/01,101,01,10265.0,168682.0,-9774.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,171,5Y240018005,101/02,101,02,10322.0,169613.0,-9121.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,180,5Y240018005,101/03,101,03,4879.0,80620.0,-17300.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,189,5Y240018005,101/04,101,04,8589.0,141278.0,-13298.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,198,5Y240018005,101/05,101,05,13122.0,215393.0,-7160.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,207,5Y240018005,101/06,101,06,12224.0,200711.0,-11322.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,222,5Y240018005,101/07,101,07,10545.0,173260.0,-9228.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,652,5Y240018005,102/12,102,12,14633.0,240099.0,1973.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,662,5Y240018005,102/11,102,11,12595.0,206778.0,1022.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,672,5Y240018005,103/01,103,01,12725.0,208904.0,1833.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,682,5Y240018005,103/02,103,02,9867.0,162174.0,-1523.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,608,5Y240018005,099/01,099,01,21809.0,357426.0,None
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,610,5Y240018005,099/02,099,02,15011.0,246279.0,None
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,612,5Y240018005,099/03,099,03,11801.0,193795.0,None
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,614,5Y240018005,099/04,099,04,16854.0,276412.0,None
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,616,5Y240018005,099/05,099,05,16582.0,271963.0,None
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,618,5Y240018005,099/06,099,06,19008.0,311629.0,None
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,584,5Y240018005,098/01,098,01,19399.0,318022.0,None
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,586,5Y240018005,098/02,098,02,20301.0,332771.0,None
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,318,5Y240018005,097/02,097,02,16299.0,267338.0,None
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,326,5Y240018005,097/03,097,03,14509.0,238070.0,None
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,334,5Y240018005,097/04,097,04,13321.0,218647.0,None
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,342,5Y240018005,097/05,097,05,18099.0,299630.0,None
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,350,5Y240018005,097/06,097,06,20729.0,339768.0,None
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,358,5Y240018005,097/07,097,07,24065.0,394897.0,None
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,366,5Y240018005,097/08,097,08,20428.0,334876.0,None
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,374,5Y240018005,097/09,097,09,14965.0,245536.0,None
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,382,5Y240018005,097/10,097,10,16372.0,269097.0,None
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,390,5Y240018005,097/11,097,11,21876.0,359382.0,None
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,398,5Y240018005,097/12,097,12,24269.0,398570.0,None
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,546,5Y240018005,102/04,102,04,9425.0,154948.0,836.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,556,5Y240018005,102/05,102,05,9972.0,163891.0,-3150.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,566,5Y240018005,102/06,102,06,11702.0,192175.0,-522.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,576,5Y240018005,102/08,102,08,6839.0,112666.0,-1768.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,588,5Y240018005,098/03,098,03,17980.0,294821.0,None
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,590,5Y240018005,098/04,098,04,16084.0,263822.0,None
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,592,5Y240018005,098/05,098,05,18449.0,302490.0,None
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,594,5Y240018005,098/06,098,06,18577.0,304583.0,None
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,596,5Y240018005,098/07,098,07,20116.0,329744.0,None
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,598,5Y240018005,098/08,098,08,13845.0,227216.0,None
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,600,5Y240018005,098/09,098,09,10822.0,177787.0,None
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,602,5Y240018005,098/10,098,10,10634.0,174714.0,None
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,604,5Y240018005,098/11,098,11,19207.0,314884.0,None
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,606,5Y240018005,098/12,098,12,23751.0,389179.0,None
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,622,5Y240018005,102/09,102,09,3704.0,61409.0,-1744.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,632,5Y240018005,102/10,102,10,4069.0,67376.0,-3257.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,642,5Y240018005,102/07,102,07,14218.0,233313.0,3673.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,742,5Y240018005,103/08,103,08,6500.0,107120.0,-339.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,752,5Y240018005,103/09,103,09,8830.0,145216.0,5126.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,762,5Y240018005,103/10,103,10,11295.0,185519.0,7226.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,772,5Y240018005,103/11,103,11,15395.0,252555.0,2800.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,822,5Y240018005,104/04,104,04,10342.0,169936.0,-656.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,832,5Y240018005,104/05,104,05,10751.0,176625.0,1447.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,842,5Y240018005,104/06,104,06,10793.0,177311.0,2163.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,852,5Y240018005,104/07,104,07,10987.0,180483.0,1365.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,862,5Y240018005,104/08,104,08,7217.0,118844.0,717.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,872,5Y240018005,104/09,104,09,4323.0,71527.0,4507.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,882,5Y240018005,104/10,104,10,7475.0,123063.0,-3820.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,892,5Y240018005,104/11,104,11,12260.0,201296.0,-3135.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,902,5Y240018005,104/12,104,12,13721.0,225184.0,-556.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,912,5Y240018005,105/01,105,01,11116.0,182591.0,-945.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,922,5Y240018005,105/02,105,02,10379.0,170542.0,-945.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,932,5Y240018005,105/03,105,03,9517.0,156449.0,2487.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,942,5Y240018005,105/04,105,04,15321.0,251344.0,4979.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,952,5Y240018005,105/05,105,05,15135.0,248303.0,4384.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,962,5Y240018005,105/06,105,06,15691.0,257394.0,4898.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,972,5Y240018005,105/07,105,07,14085.0,231136.0,3098.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,982,5Y240018005,105/08,105,08,7916.0,130271.0,699.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,992,5Y240018005,105/09,105,09,6222.0,102574.0,1899.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1002,5Y240018005,105/10,105,10,7951.0,130845.0,476.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1012,5Y240018005,105/11,105,11,7951.0,130845.0,-4309.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1022,5Y240018005,105/12,105,12,13091.0,214884.0,-630.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,692,5Y240018005,103/03,103,03,6702.0,110425.0,111.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,702,5Y240018005,103/04,103,04,10998.0,180664.0,1573.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,712,5Y240018005,103/05,103,05,12198.0,200284.0,2226.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,722,5Y240018005,103/06,103,06,12956.0,212675.0,1254.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,732,5Y240018005,103/07,103,07,12352.0,202800.0,-1866.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1032,5Y240018005,106/01,106,01,14365.0,235714.0,3249.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1042,5Y240018005,106/02,106,02,12752.0,209340.0,2373.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1052,5Y240018005,106/03,106,03,3611.0,59886.0,-5906.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,782,5Y240018005,103/12,103,12,14277.0,234275.0,-356.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,792,5Y240018005,104/01,104,01,12061.0,198044.0,-664.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,802,5Y240018005,104/02,104,02,11872.0,194952.0,2005.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,812,5Y240018005,104/03,104,03,7030.0,115786.0,328.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1062,5Y240018005,106/04,106,04,9048.0,148780.0,-6273.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1072,5Y240018005,106/05,106,05,12304.0,202016.0,-2831.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1082,5Y240018005,106/06,106,06,11575.0,190097.0,-4116.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1092,5Y240018005,106/07,106,07,12229.0,200789.0,-1856.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1102,5Y240018005,106/08,106,08,5905.0,97393.0,-2011.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1112,5Y240018005,106/09,106,09,8700.0,143090.0,2478.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1122,5Y240018005,106/10,106,10,7503.0,123520.0,-448.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1132,5Y240018005,106/11,106,11,11745.0,192877.0,3794.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1142,5Y240018005,106/12,106,12,12530.0,205711.0,-561.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1152,5Y240018005,107/01,107,01,10335.0,169823.0,-4030.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1162,5Y240018005,107/02,107,02,10630.0,174646.0,-2122.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1172,5Y240018005,107/03,107,03,5841.0,96346.0,2230.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1182,5Y240018005,107/04,107,04,8901.0,146378.0,-147.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1192,5Y240018005,107/05,107,05,12717.0,208769.0,413.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1202,5Y240018005,107/06,107,06,12759.0,209455.0,1184.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1212,5Y240018005,107/06,107,07,12759.0,209455.0,530.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1222,5Y240018005,107/07,107,08,7849.0,129177.0,1944.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1232,5Y240018005,107/08,107,09,5750.0,94858.0,-2950.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1242,5Y240018005,107/09,107,10,9212.0,151461.0,1709.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1252,5Y240018005,107/10,107,11,13157.0,215963.0,1412.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1262,5Y240018005,107/11,107,12,14249.0,233817.0,1719.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1272,5Y240018005,108/01,108,01,11359.0,186565.0,1024.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1282,5Y240018005,108/02,108,02,11611.0,190686.0,981.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1292,5Y240018005,108/03,108,03,7091.0,116784.0,1250.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1302,5Y240018005,108/04,108,04,10290.0,169087.0,1389.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1312,5Y240018005,108/05,108,05,11284.0,185339.0,-1433.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1322,5Y240018005,108/06,108,06,14676.0,240797.0,1917.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1332,5Y240018005,108/07,108,07,15014.0,246325.0,2255.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1342,5Y240018005,108/08,108,08,6109.0,100727.0,-1740.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1352,5Y240018005,108/09,108,09,6287.0,103639.0,537.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1362,5Y240018005,108/10,108,10,9212.0,151461.0,0.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1372,5Y240018005,108/11,108,11,16890.0,276997.0,3733.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1382,5Y240018005,108/12,108,12,14747.0,241959.0,498.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1392,5Y240018005,109/01,109,01,9602.0,157838.0,-1757.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1402,5Y240018005,109/02,109,02,9569.0,157299.0,-2042.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1412,5Y240018005,109/03,109,03,7438.0,122457.0,347.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1422,5Y240018005,109/04,109,04,9942.0,163396.0,-348.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1432,5Y240018005,109/05,109,05,10600.0,174156.0,-684.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1442,5Y240018005,109/06,109,06,11840.0,194430.0,-2836.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1452,5Y240018005,109/07,109,07,12252.0,201165.0,-2762.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1462,5Y240018005,109/08,109,08,7677.0,126365.0,1568.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1472,5Y240018005,109/09,109,09,7326.0,120625.0,1039.0
5.0,B1,民雄,民雄全校區,5Y240018005,5Y-2400-1800-5,None,None,1482,5Y240018005,109/10,109,10,9654.0,158689.0,442.0
6.0,C1,林森,林森全校區,51030008002,51-0300-0800-2,None,None,233,51030008002,101/09,101,09,1877.0,31538.0,4.0
6.0,C1,林森,林森全校區,51030008002,51-0300-0800-2,None,None,243,51030008002,101/10,101,10,1720.0,28971.0,-189.0
6.0,C1,林森,林森全校區,51030008002,51-0300-0800-2,None,None,253,51030008002,101/11,101,11,2425.0,40498.0,-217.0
6.0,C1,林森,林森全校區,51030008002,51-0300-0800-2,None,None,263,51030008002,101/12,101,12,2541.0,42395.0,152.0
6.0,C1,林森,林森全校區,51030008002,51-0300-0800-2,None,None,273,51030008002,102/01,102,01,2283.0,38175.0,200.0
6.0,C1,林森,林森全校區,51030008002,51-0300-0800-2,None,None,285,51030008002,102/02,102,02,2334.0,39010.0,329.0
6.0,C1,林森,林森全校區,51030008002,51-0300-0800-2,None,None,295,51030008002,102/03,102,03,1998.0,33517.0,-853.0
6.0,C1,林森,林森全校區,51030008002,51-0300-0800-2,None,None,303,51030008002,097/01,097,01,5869.0,96806.0,None
6.0,C1,林森,林森全校區,51030008002,51-0300-0800-2,None,None,311,51030008002,097/02,097,02,6599.0,108742.0,None
6.0,C1,林森,林森全校區,51030008002,51-0300-0800-2,None,None,455,51030008002,098/08,098,08,6115.0,100821.0,None
6.0,C1,林森,林森全校區,51030008002,51-0300-0800-2,None,None,463,51030008002,098/09,098,09,6082.0,100282.0,None
6.0,C1,林森,林森全校區,51030008002,51-0300-0800-2,None,None,471,51030008002,098/10,098,10,6284.0,103585.0,None
6.0,C1,林森,林森全校區,51030008002,51-0300-0800-2,None,None,479,51030008002,098/11,098,11,6701.0,110395.0,None
6.0,C1,林森,林森全校區,51030008002,51-0300-0800-2,None,None,487,51030008002,098/12,098,12,7454.0,122707.0,None
6.0,C1,林森,林森全校區,51030008002,51-0300-0800-2,None,None,495,51030008002,099/01,099,01,8315.0,136778.0,None
6.0,C1,林森,林森全校區,51030008002,51-0300-0800-2,None,None,503,51030008002,099/02,099,02,7044.0,116000.0,None
6.0,C1,林森,林森全校區,51030008002,51-0300-0800-2,None,None,511,51030008002,099/03,099,03,6394.0,105379.0,None
6.0,C1,林森,林森全校區,51030008002,51-0300-0800-2,None,None,519,51030008002,099/04,099,04,7117.0,117200.0,None
6.0,C1,林森,林森全校區,51030008002,51-0300-0800-2,None,None,527,51030008002,099/05,099,05,5450.0,89940.0,None
6.0,C1,林森,林森全校區,51030008002,51-0300-0800-2,None,None,535,51030008002,099/06,099,06,5601.0,92419.0,None
6.0,C1,林森,林森全校區,51030008002,51-0300-0800-2,None,None,3,51030008002,099/07,099,07,5902.0,97345.0,-2611.0
6.0,C1,林森,林森全校區,51030008002,51-0300-0800-2,None,None,11,51030008002,099/08,099,08,5289.0,87324.0,-3224.0
6.0,C1,林森,林森全校區,51030008002,51-0300-0800-2,None,None,19,51030008002,099/09,099,09,5245.0,86606.0,-3268.0
6.0,C1,林森,林森全校區,51030008002,51-0300-0800-2,None,None,27,51030008002,099/10,099,10,4452.0,73639.0,-4061.0
6.0,C1,林森,林森全校區,51030008002,51-0300-0800-2,None,None,35,51030008002,099/11,099,11,4741.0,78365.0,-3772.0
6.0,C1,林森,林森全校區,51030008002,51-0300-0800-2,None,None,44,51030008002,099/12,099,12,5464.0,90185.0,-3049.0
6.0,C1,林森,林森全校區,51030008002,51-0300-0800-2,None,None,53,51030008002,100/01,100,01,5069.0,83726.0,-3444.0
6.0,C1,林森,林森全校區,51030008002,51-0300-0800-2,None,None,62,51030008002,100/02,100,02,4985.0,82354.0,-2218.0
