"代碼","校區","校區電號別","電號","收費年","收費月","用電數","應繳總金額","經常(尖峰)契約容量","經常(尖峰)最高需量","離峰最高需量","功率因數","尖峰用電度數","半尖峰用電度數","週六半尖峰用電度數","週六半尖峰最高需量","離峰用電度","去年同期用電度數","基本電費","流動電費","半尖峰最高需量","功率因數調整費","超約附加費","免印寄單據減收","配合減少用電減收","停電扣減","其他加減收"
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","102","05",166300.00,459485.00,750.00,,604.00,100.00,0.00,70200,14700.00,504.00,81400.00,184500.00,121419.70,352275.80,600,-14210.80,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","102","06",202300.00,529138.00,750.00,,732.00,100.00,0.00,83900,13200.00,430.00,105200.00,243100.00,121419.70,424083.00,698,-16365.00,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","102","07",234600.00,670778.00,750.00,423.00,778.00,100.00,24700.00,58400,21300.00,546.00,130200.00,240000.00,159919.00,530336.50,658,-20707.60,1230.30,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","102","08",85400.00,330487.00,750.00,159.00,240.00,100.00,13600.00,24300,6400.00,158.00,41100.00,108000.00,162669.00,210573.40,228,-10221.20,,,-32533.80,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","102","09",82200.00,321490.00,750.00,155.00,213.00,100.00,12600.00,22900,7600.00,143.00,39100.00,89100.00,162669.00,201298.20,199,-9943.00,,,-32533.80,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","102","10",149200.00,491074.00,750.00,295.00,652.00,100.00,17600.00,38400,11100.00,338.00,82100.00,139700.00,167700.00,354719.00,645,-15672.50,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","102","11",171800.00,510590.00,750.00,,633.00,100.00,0.00,70600,11200.00,371.00,90000.00,179000.00,125175.00,418006.00,574,-16295.40,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","102","12",165200.00,503113.00,750.00,,582.00,100.00,0.00,71500,15200.00,417.00,78500.00,159900.00,125175.00,410052.00,579,-16056.80,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","103","01",174900.00,522939.00,750.00,,644.00,100.00,0.00,75400,11800.00,439.00,87700.00,148900.00,125175.00,431143.00,614,-16689.50,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","103","02",142200.00,443418.00,750.00,,589.00,100.00,0.00,57900,11600.00,535.00,72700.00,156900.00,125175.00,346546.00,596,-14151.60,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","103","03",111700.00,373427.00,750.00,,600.00,100.00,0.00,46100,7300.00,464.00,58300.00,85600.00,125175.00,272088.00,624,-11917.80,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","103","04",173400.00,516923.00,750.00,,630.00,100.00,0.00,71500,15500.00,513.00,86400.00,160000.00,125175.00,424743.00,615,-16497.50,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","103","05",164400.00,498382.00,750.00,,596.00,100.00,0.00,71100,10100.00,470.00,83200.00,166300.00,125175.00,405019.00,554,-15905.80,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","103","06",198700.00,570296.00,750.00,,704.00,100.00,0.00,79200,16000.00,465.00,103500.00,202300.00,125175.00,481523.00,616,-18200.90,,,,,-18201
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","103","07",211900.00,696939.00,750.00,521.00,803.00,100.00,28100.00,53700,17000.00,522.00,113100.00,234600.00,167700.00,570491.00,729,-22145.70,4738.20,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","103","08",91800.00,366375.00,750.00,193.00,231.00,100.00,14000.00,25300,6700.00,165.00,45800.00,85400.00,167700.00,255601.00,234,-11692.80,,,-33540.00,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","103","09",83500.00,342470.00,750.00,152.00,210.00,100.00,12300.00,21600,8100.00,171.00,41500.00,82200.00,167700.00,230170.00,213,-10929.90,,,-33540.00,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","103","10",157360.00,545878.00,750.00,319.00,718.00,100.00,18600.00,39960,12120.00,394.00,86680.00,149200.00,167700.00,416357.20,666,-17400.90,,,,-4024.80,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","103","11",171720.00,512988.00,750.00,,655.00,100.00,0.00,72480,10920.00,332.00,88320.00,171800.00,125175.00,420556.80,591,-16371.90,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","103","12",154920.00,475926.00,750.00,,531.00,100.00,0.00,64800,14280.00,458.00,75840.00,165200.00,125175.00,381129.60,525,-15189.10,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","104","01",169680.00,530191.00,750.00,,612.00,100.00,0.00,75000,12000.00,478.00,82680.00,174900.00,125175.00,421413.60,577,-16397.60,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","104","02",148560.00,476010.00,750.00,,580.00,100.00,0.00,62520,12840.00,482.00,73200.00,142200.00,125175.00,365557.20,583,-14721.90,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","104","03",73200.00,290294.00,750.00,,494.00,100.00,0.00,28320,2520.00,180.00,42360.00,111700.00,125175.00,174097.20,526,-8978.10,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","104","04",158880.00,503314.00,750.00,,604.00,100.00,0.00,69720,11040.00,430.00,78120.00,173400.00,125175.00,393705.60,570,-15566.40,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","104","05",165600.00,483319.00,750.00,,660.00,100.00,0.00,73200,10440.00,439.00,81960.00,164400.00,125175.00,373092.00,614,-14948.00,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","104","06",213000.00,560353.00,750.00,,729.00,100.00,0.00,75000,17280.00,422.00,120720.00,198700.00,125175.00,452508.00,572,-17330.40,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","104","07",282240.00,841712.00,750.00,601.00,837.00,100.00,35880.00,72600,16080.00,666.00,157680.00,211900.00,167700.00,685726.80,775,-25602.80,13887.80,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","104","08",99000.00,396521.00,750.00,429.00,540.00,100.00,16560.00,28200,6600.00,178.00,47640.00,91800.00,167700.00,257989.20,393,-12770.60,,,,,-16398
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","104","09",81360.00,361373.00,750.00,144.00,276.00,100.00,12000.00,21000,7560.00,177.00,40800.00,83500.00,167700.00,204849.60,228,-11176.40,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","104","10",169440.00,571915.00,750.00,327.00,681.00,100.00,21840.00,49080,10800.00,356.00,87720.00,157360.00,167700.00,421903.20,619,-17688.00,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","104","11",187920.00,510140.00,750.00,,692.00,100.00,0.00,76560,13560.00,435.00,97800.00,171720.00,125175.00,400742.40,598,-15777.50,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","104","12",174000.00,486756.00,750.00,,578.00,100.00,0.00,74520,12240.00,445.00,87240.00,154920.00,125175.00,376635.60,552,-15054.30,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","105","01",153840.00,448981.00,750.00,,544.00,100.00,0.00,69600,10080.00,396.00,74160.00,169680.00,125175.00,338443.20,500,-13886.00,,,,-751.10,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","105","02",118800.00,368337.00,750.00,,523.00,100.00,0.00,48480,10320.00,428.00,60000.00,148560.00,125175.00,254553.60,526,-11391.80,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","105","03",85920.00,297255.00,750.00,,550.00,100.00,0.00,33480,6960.00,351.00,45480.00,73200.00,125175.00,181273.20,549,-9193.40,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","105","04",161400.00,468128.00,750.00,,582.00,100.00,0.00,74040,11760.00,397.00,75600.00,158880.00,125175.00,357430.80,555,-14478.10,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","105","05",172440.00,441987.00,750.00,,652.00,100.00,0.00,72480,15240.00,469.00,84720.00,165600.00,125175.00,323542.80,627,-6730.70,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","105","06",221640.00,518956.00,750.00,,740.00,100.00,0.00,87600,12960.00,496.00,121080.00,213000.00,125175.00,404312.40,660,-7902.80,,,,-2628.70,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","105","07",226200.00,635146.00,750.00,498.00,765.00,100.00,30000.00,57840,18240.00,608.00,120120.00,282240.00,167700.00,475756.80,740,-9651.80,1341.00,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","105","08",80400.00,335904.00,750.00,127.00,196.00,100.00,11880.00,20400,7680.00,152.00,40440.00,99000.00,167700.00,173319.60,186,-5115.20,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","105","09",78840.00,338312.00,750.00,144.00,237.00,100.00,12720.00,22200,5880.00,153.00,38040.00,81360.00,167700.00,175764.00,190,-5151.90,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","105","10",178800.00,540712.00,750.00,459.00,700.00,100.00,23400.00,50880,11400.00,373.00,93120.00,169440.00,167700.00,381246.00,705,-8234.10,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","105","11",218760.00,512543.00,750.00,,720.00,100.00,0.00,82320,17280.00,440.00,119160.00,187920.00,125175.00,395173.20,673,-7805.20,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","105","12",162960.00,433755.00,750.00,,520.00,100.00,0.00,75840,11520.00,417.00,75600.00,174000.00,125175.00,315184.80,514,-6605.30,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","106","01",165960.00,423473.00,750.00,,602.00,100.00,0.00,74400,13200.00,342.00,78360.00,153840.00,125175.00,317523.60,619,-6640.40,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","106","02",109440.00,316838.00,750.00,,516.00,100.00,0.00,47520,7680.00,432.00,54240.00,118800.00,125175.00,206592.00,514,-4976.50,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","106","03",93840.00,287552.00,750.00,,574.00,100.00,0.00,39240,7680.00,277.00,46920.00,85920.00,125175.00,175461.60,562,-4509.50,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","106","04",171480.00,437650.00,750.00,,663.00,100.00,0.00,80400,12000.00,435.00,79080.00,161400.00,125175.00,332482.80,639,-6864.80,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","106","05",175680.00,433072.00,750.00,,674.00,100.00,0.00,72960,15120.00,471.00,87600.00,172440.00,125175.00,328113.60,669,-6799.30,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","106","06",208200.00,485489.00,750.00,,686.00,100.00,0.00,84600,12120.00,410.00,111480.00,221640.00,125175.00,383190.00,658,-7625.40,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","106","07",225600.00,634098.00,750.00,531.00,847.00,100.00,31800.00,62280,18960.00,529.00,112560.00,226200.00,167700.00,487705.20,757,-9831.00,11053.10,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","106","08",72840.00,310116.00,750.00,127.00,178.00,100.00,10440.00,19080,7200.00,170.00,36120.00,80400.00,167700.00,157028.40,260,-4870.90,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","106","09",70560.00,306016.00,750.00,133.00,216.00,100.00,11880.00,19560,5280.00,128.00,33840.00,78840.00,167700.00,158413.20,180,-4891.60,,,,-5422.30,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","106","10",183240.00,523137.00,750.00,357.00,794.00,100.00,21120.00,48000,15480.00,481.00,98640.00,178800.00,167700.00,377460.00,722,-8177.40,3933.60,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","106","11",196080.00,453503.00,750.00,,736.00,100.00,0.00,72000,11400.00,403.00,112680.00,218760.00,125175.00,349516.80,655,-7120.30,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","106","12",154320.00,397001.00,660.00,,560.00,100.00,0.00,72120,11160.00,426.00,71040.00,162960.00,116663.10,299044.80,518,-6235.60,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","107","01",156360.00,389530.00,660.00,,652.00,100.00,0.00,69240,12120.00,417.00,75000.00,165960.00,110154.00,297730.80,625,-6118.20,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","107","02",144000.00,371129.00,660.00,,603.00,100.00,0.00,65040,11760.00,583.00,67200.00,109440.00,110154.00,276379.20,644,-5797.90,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","107","03",73680.00,226494.00,660.00,,531.00,100.00,0.00,24000,4680.00,280.00,45000.00,93840.00,110154.00,127012.80,494,-3557.50,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","107","04",152280.00,386234.00,660.00,,560.00,100.00,0.00,69960,12960.00,403.00,69360.00,171480.00,110154.00,294279.60,580,-6066.50,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","107","05",157560.00,396588.00,660.00,,584.00,100.00,0.00,64800,12240.00,447.00,80520.00,175680.00,110154.00,305121.60,578,-6229.10,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","107","06",233280.00,536956.00,660.00,,778.00,100.00,0.00,90720,13920.00,464.00,128640.00,208200.00,110154.00,441720.00,660,-8278.10,9590.40,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","107","07",236280.00,642847.00,660.00,476.00,734.00,100.00,30000.00,60960,20520.00,544.00,124800.00,225600.00,147576.00,518145.60,676,-9985.80,10526.00,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","107","08",82680.00,322485.00,660.00,180.00,321.00,100.00,12720.00,22080,6000.00,156.00,41880.00,72840.00,147576.00,189396.00,204,-5054.50,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","107","09",77040.00,314925.00,660.00,150.00,199.00,100.00,12600.00,22320,5520.00,160.00,36600.00,70560.00,147576.00,153721.20,176,-4939.20,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","107","10",165960.00,483634.00,660.00,303.00,733.00,100.00,19920.00,43080,13200.00,345.00,89760.00,183240.00,147576.00,189396.00,630,359937.60,6839.10,,-6708.00,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","107","11",186720.00,456884.00,660.00,,571.00,100.00,0.00,81720,12240.00,334.00,92760.00,196080.00,110154.00,368258.40,562,-7176.10,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","107","12",173400.00,443786.00,660.00,,562.00,100.00,0.00,82800,12600.00,434.00,78000.00,154320.00,110154.00,353322.00,536,-6952.10,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","108","01",157440.00,403972.00,660.00,,561.00,100.00,0.00,69360,13800.00,441.00,74280.00,156360.00,110154.00,312786.00,558,-6344.10,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","108","02",144120.00,378886.00,660.00,,598.00,100.00,0.00,64080,11160.00,464.00,68880.00,144000.00,110154.00,286578.00,612,-5950.90,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","108","03",101400.00,287638.00,660.00,,589.00,100.00,0.00,37440,7200.00,466.00,56760.00,73680.00,110154.00,189410.40,568,-4493.40,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","108","04",174000.00,437977.00,660.00,,630.00,100.00,0.00,77880,14880.00,444.00,81240.00,152280.00,110154.00,347428.80,618,-6863.70,,,,,-316
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","108","05",187440.00,462084.00,660.00,,624.00,100.00,0.00,82560,14040.00,439.00,90840.00,157560.00,110154.00,371286.00,624,-7221.60,1065.60,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","108","06",217800.00,522456.00,660.00,,729.00,100.00,0.00,96480,14760.00,469.00,106560.00,233280.00,110154.00,431578.80,676,-8125.90,8870.60,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","108","07",221400.00,636282.00,660.00,633.00,762.00,100.00,30960.00,56400,20400.00,506.00,113640.00,236280.00,147576.00,494460.00,744,-9580.20,32652.60,,-3354.00,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","108","08",94920.00,357311.00,660.00,171.00,234.00,100.00,15840.00,27840,7200.00,175.00,44040.00,82680.00,147576.00,225657.60,223,-5598.50,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","108","09",103680.00,376006.00,660.00,214.00,332.00,100.00,17040.00,28440,11520.00,369.00,46680.00,77040.00,147576.00,244176.00,268,-5876.20,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","108","10",225240.00,669687.00,660.00,380.00,834.00,100.00,28680.00,62280,15000.00,450.00,119280.00,165960.00,147576.00,498697.20,784,-9694.00,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","108","11",223920.00,538193.00,660.00,,733.00,100.00,0.00,100080,16440.00,567.00,107400.00,186720.00,110154.00,445662.00,674,-8337.20,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","108","12",192840.00,477441.00,618.00,,603.00,100.00,0.00,90720,18840.00,502.00,83280.00,173400.00,105714.40,392979.60,586,-7480.40,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","109","01",197400.00,489276.00,618.00,,679.00,100.00,0.00,94320,15000.00,510.00,88080.00,157440.00,103144.20,402613.20,674,-7586.30,,,,,
"A3","蘭潭","蘭潭-宿舍區","09-16-6291-00-2","109","02",128040.00,338178.00,618.00,0.00,624.00,100.00,0.00,51960,9360.00,528.00,66720.00,144120.00,103144.20,246600.00,643,-5246.10,,0.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","099","01",367000.00,1032765.00,1300.00,876.00,820.00,100.00,201200.00,,27600.00,616.00,138200.00,406800.00,216970.00,847736.00,,-31941.10,,,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","099","02",312400.00,906570.00,1300.00,938.00,842.00,100.00,169400.00,,22200.00,686.00,120800.00,258800.00,216970.00,717638.20,,-28038.20,,,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","099","03",142400.00,509863.00,1300.00,786.00,808.00,100.00,66200.00,,10200.00,384.00,66000.00,251000.00,216970.00,308661.90,,-15768.90,,,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","099","04",364000.00,1021096.00,1300.00,910.00,880.00,100.00,196200.00,,28200.00,620.00,139600.00,366600.00,216970.00,835706.20,,-31580.20,,,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","099","05",339600.00,975220.00,1300.00,970.00,858.00,100.00,189600.00,,23800.00,646.00,126200.00,394800.00,216970.00,789062.30,,-30161.40,,,,-650.90,
"B1","民雄","民雄-主校區","09-55-6206-00-6","099","06",412600.00,1162384.00,1300.00,1190.00,878.00,100.00,247000.00,,20800.00,648.00,144800.00,258000.00,216970.00,981364.00,,-35950.00,,,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","099","07",484200.00,1409623.00,1300.00,1346.00,892.00,100.00,265000.00,,39800.00,806.00,179400.00,468800.00,278395.00,1164669.00,,-43291.90,9850.90,,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","099","08",213400.00,752509.00,1300.00,834.00,516.00,100.00,133000.00,,16200.00,408.00,64200.00,258000.00,290680.00,543238.40,,-23273.40,,,-58136.00,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","099","09",188600.00,691135.00,1300.00,714.00,240.00,100.00,117200.00,,15000.00,364.00,56400.00,201200.00,290680.00,479966.30,,-21375.30,,,-58136.00,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","099","10",357000.00,1126498.00,1300.00,1200.00,792.00,100.00,199000.00,,29200.00,568.00,128800.00,351600.00,290680.00,870658.10,,-34840.10,,,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","099","11",408800.00,1181926.00,1300.00,1252.00,810.00,100.00,253000.00,,24800.00,546.00,131000.00,409000.00,224341.00,994139.40,,-36554.40,,,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","099","12",339400.00,984895.00,1300.00,850.00,762.00,100.00,195000.00,,24600.00,630.00,119800.00,341200.00,216970.00,798385.60,,-30460.60,,,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","100","01",372200.00,1045012.00,1300.00,840.00,816.00,100.00,204800.00,,27000.00,606.00,140400.00,367000.00,216970.00,860361.90,,-32319.90,,,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","100","02",256400.00,778798.00,1300.00,912.00,844.00,100.00,138600.00,,14600.00,734.00,103200.00,312400.00,216970.00,585914.50,,-24086.50,,,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","100","03",142400.00,505521.00,1300.00,810.00,790.00,100.00,64000.00,,9000.00,492.00,69400.00,142400.00,216970.00,304185.60,,-15634.60,,,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","100","04",345000.00,968130.00,1300.00,876.00,834.00,100.00,180400.00,,24200.00,556.00,140400.00,364000.00,216970.00,781102.00,,-29942.10,,,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","100","05",302200.00,869910.00,1100.00,882.00,806.00,100.00,161000.00,,22200.00,646.00,119000.00,339600.00,206956.00,689858.00,,-26904.40,,,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","100","06",431800.00,1173008.00,1100.00,1164.00,836.00,100.00,245800.00,,33200.00,632.00,152800.00,412600.00,183590.00,1013136.00,,-35901.70,12183.70,,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","100","07",462000.00,1511963.00,1100.00,1410.00,900.00,100.00,271600.00,,33000.00,996.00,157400.00,484200.00,241802.00,1143559.30,,-41560.80,168162.30,,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","100","08",214800.00,728429.00,1100.00,728.00,394.00,100.00,132200.00,,17600.00,422.00,65000.00,213400.00,245960.00,544820.00,,-22528.70,,,-39822.10,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","100","09",211600.00,707809.00,1100.00,622.00,268.00,100.00,127200.00,,19400.00,368.00,65000.00,188600.00,245960.00,532932.00,,-21891.00,,,-49192.00,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","100","10",360400.00,1132659.00,1100.00,1174.00,828.00,100.00,216600.00,,21600.00,566.00,122200.00,357000.00,245960.00,900292.00,,-34387.50,20794.80,,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","100","11",368200.00,1048304.00,1100.00,1144.00,744.00,100.00,222000.00,,24200.00,620.00,122000.00,408800.00,187748.00,885238.90,,-32189.60,7509.90,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","100","12",360000.00,996961.00,1100.00,958.00,718.00,100.00,203600.00,,30400.00,724.00,126000.00,339400.00,183590.00,844208.00,,-30833.90,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","101","01",311600.00,884346.00,1100.00,818.00,772.00,100.00,177200.00,,19800.00,518.00,114600.00,372200.00,183590.00,728110.00,,-27351.00,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","101","02",234800.00,677336.00,1100.00,836.00,778.00,100.00,112200.00,,17800.00,652.00,104800.00,256400.00,183590.00,514698.00,,-20948.60,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","101","03",144600.00,502451.00,1100.00,814.00,756.00,100.00,80000.00,,9600.00,446.00,55000.00,142400.00,183590.00,334404.00,,-15539.80,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","101","04",327600.00,847566.00,1100.00,822.00,790.00,100.00,60200.00,112400,24400.00,620.00,130600.00,345000.00,183589.90,690192.00,860,-26213.40,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","101","05",328400.00,835068.00,1100.00,,800.00,100.00,0.00,185600,22000.00,682.00,120800.00,302200.00,183590.00,677308.00,1028,-25826.90,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","101","06",444800.00,1079251.00,1100.00,,1050.00,100.00,0.00,250200,31400.00,718.00,163200.00,431800.00,183590.00,916482.00,1164,-33002.10,12183.70,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","101","07",390800.00,1316218.00,1100.00,1258.00,784.00,100.00,95400.00,135400,24400.00,906.00,135600.00,462000.00,237128.70,1049775.10,1126,-38607.10,67924.30,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","101","08",218800.00,806629.00,1100.00,674.00,326.00,100.00,67800.00,62200,20800.00,434.00,68000.00,214800.00,238581.20,638545.10,638,-24947.30,,-3.00,-45547.30,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","101","09",193600.00,739151.00,1100.00,596.00,280.00,100.00,61400.00,57800,14800.00,360.00,59600.00,211600.00,238581.20,571149.50,576,-22860.40,,-3.00,-47716.20,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","101","10",280000.00,1010960.00,1100.00,1034.00,706.00,100.00,79800.00,86800,20600.00,576.00,92800.00,360400.00,238581.20,803648.80,970,-31266.90,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","101","11",365000.00,1024708.00,1100.00,1076.00,646.00,100.00,9800.00,203000,25400.00,556.00,126800.00,368200.00,186148.80,870254.20,986,-31692.00,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","101","12",322200.00,906065.00,1100.00,,698.00,100.00,0.00,190600,23000.00,590.00,108600.00,360000.00,178082.30,756008.30,898,-28022.70,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","102","01",273800.00,781584.00,1100.00,,736.00,100.00,0.00,150800,21200.00,590.00,101800.00,311600.00,178082.30,627677.30,800,-24172.70,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","102","02",266800.00,755888.00,1100.00,,732.00,100.00,0.00,139200,21400.00,628.00,106200.00,234800.00,178082.30,601186.60,812,-23378.00,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","102","03",146600.00,480363.00,1100.00,,698.00,100.00,0.00,67600,10200.00,460.00,68800.00,144600.00,178082.30,317137.60,746,-14856.50,,,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","102","04",277200.00,787793.00,1100.00,,754.00,100.00,0.00,153000,17800.00,492.00,106400.00,327600.00,178082.30,634081.20,820,-24364.90,,-3.00,,,-3
"B1","民雄","民雄-主校區","09-55-6206-00-6","102","05",302200.00,840044.00,1100.00,,778.00,100.00,0.00,162400,25000.00,668.00,114800.00,328400.00,178082.30,687945.30,1020,-25980.80,,-3.00,,,
"B1","民雄","民雄-主校區","09-55-6206-00-6","102","06",404000.00,1110685.00,1100.00,,844.00,100.00,0.00,238200,23800.00,714.00,142000.00,444800.00,178082.30,944298.80,1198,-33623.30,23532.90,-3.00,,-1602.70,
