"代碼","校區","校區電號別","電號","收費年","收費月","用電數","應繳總金額","經常(尖峰)契約容量","經常(尖峰)最高需量","離峰最高需量","功率因數","尖峰用電度數","半尖峰用電度數","週六半尖峰用電度數","週六半尖峰最高需量","離峰用電度","去年同期用電度數","基本電費","流動電費","半尖峰最高需量","功率因數調整費","超約附加費","免印寄單據減收","配合減少用電減收","停電扣減","其他加減收"
"A1","蘭潭","蘭潭-教學行政區","09-16-6190-00-0","108","05",1269600.00,3273763.00,3850.00,,4024.00,100.00,0.00,707200,100000.00,2696.00,462400.00,1164800.00,642565.00,2747928.00,4024,-50857.30,58081.20,-3.00,,,
"A1","蘭潭","蘭潭-教學行政區","09-16-6190-00-0","108","06",1469600.00,3713238.00,3850.00,,3552.00,99.00,0.00,855200,112000.00,2736.00,502400.00,1655200.00,642565.00,3236208.00,3904,-58181.50,18025.20,-3.00,,,
"A1","蘭潭","蘭潭-教學行政區","09-16-6190-00-0","108","07",1482400.00,4754777.00,3850.00,4216.00,2720.00,99.00,396000.00,404800,149600.00,2984.00,532000.00,1529600.00,860860.00,3991768.00,3880,-72789.40,163675.20,-3.00,,,
"A1","蘭潭","蘭潭-教學行政區","09-16-6190-00-0","108","08",1456800.00,4768994.00,3850.00,3952.00,2032.00,99.00,431200.00,434400,115200.00,2480.00,476000.00,1369600.00,860860.00,4106840.00,3728,-74431.60,45614.40,-3.00,-5590.00,,
"A1","蘭潭","蘭潭-教學行政區","09-16-6190-00-0","108","09",1361600.00,4473677.00,3850.00,3976.00,1776.00,99.00,391200.00,393600,140000.00,2608.00,436800.00,1363200.00,860860.00,3794120.00,3600,-69824.70,56347.20,-3.00,,,
"A1","蘭潭","蘭潭-教學行政區","09-16-6190-00-0","108","10",1472000.00,4788442.00,3850.00,4096.00,2448.00,99.00,418400.00,430400,112800.00,2600.00,510400.00,1396000.00,860860.00,4076600.00,4008,-74061.90,,-3.00,,,
"A1","蘭潭","蘭潭-教學行政區","09-16-6190-00-0","108","11",1476000.00,3781054.00,3850.00,,2720.00,99.00,0.00,866400,123200.00,3456.00,486400.00,1389600.00,642565.00,3266784.00,4072,-58640.20,,-3.00,,,
"A1","蘭潭","蘭潭-教學行政區","09-16-6190-00-0","108","12",1204800.00,3114058.00,3850.00,,2256.00,100.00,0.00,670400,120800.00,2392.00,413600.00,1229600.00,642565.00,2618232.00,3424,-48911.90,,-3.00,,,
"A1","蘭潭","蘭潭-教學行政區","09-16-6190-00-0","109","01",1062400.00,2803928.00,3850.00,,1896.00,100.00,0.00,590400,75200.00,1464.00,396800.00,1116800.00,642565.00,2293488.00,4072,-44040.70,,-3.00,,,
"A1","蘭潭","蘭潭-教學行政區","09-16-6190-00-0","109","02",896800.00,2308833.00,3850.00,0.00,1496.00,100.00,0.00,397600,55200.00,1512.00,444000.00,1045600.00,642565.00,1775064.00,2120,-36264.40,,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","099","01",49320.00,130481.00,150.00,124.00,97.00,100.00,24080.00,,4520.00,94.00,20720.00,58600.00,25035.00,109481.20,,-4035.40,,,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","099","02",41880.00,113516.00,150.00,127.00,95.00,100.00,19960.00,,3600.00,88.00,18320.00,36840.00,25035.00,91991.80,,-3510.80,,,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","099","03",38880.00,102569.00,150.00,98.00,85.00,100.00,15960.00,,2760.00,120.00,20160.00,50720.00,25035.00,80706.20,,-3172.20,,,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","099","04",53240.00,141538.00,150.00,160.00,102.00,100.00,26200.00,,5320.00,123.00,21720.00,47960.00,25035.00,118815.70,,-4315.50,2002.80,,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","099","05",50120.00,133003.00,150.00,142.00,118.00,100.00,25160.00,,4080.00,103.00,20880.00,52680.00,25035.00,112081.40,,-4113.40,,,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","099","06",60440.00,163499.00,150.00,170.00,114.00,100.00,31760.00,,4320.00,127.00,24360.00,78800.00,25035.00,137154.30,,-4865.60,6175.30,,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","099","07",66520.00,185874.00,150.00,169.00,128.00,100.00,31320.00,,6320.00,124.00,28880.00,64520.00,32122.50,151993.80,,-5523.40,7281.10,,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","099","08",69320.00,202243.00,150.00,172.00,120.00,100.00,36080.00,,6120.00,133.00,27120.00,78800.00,33540.00,165045.70,,-5957.50,9614.80,,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","099","09",69480.00,194473.00,150.00,158.00,129.00,99.00,35840.00,,6000.00,126.00,27640.00,61480.00,33540.00,164796.80,,-5652.60,1788.80,,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","099","10",70080.00,193488.00,150.00,163.00,122.00,100.00,33040.00,,7280.00,122.00,29760.00,72760.00,33540.00,161782.80,,-5859.60,4024.80,,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","099","11",66440.00,184900.00,150.00,179.00,131.00,100.00,35600.00,,5720.00,127.00,25120.00,60200.00,25885.50,153347.00,,-5376.90,11044.40,,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","099","12",52800.00,141241.00,150.00,140.00,108.00,100.00,28000.00,,4280.00,107.00,20520.00,46200.00,25035.00,120574.20,,-4368.20,,,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","100","01",58440.00,151650.00,150.00,137.00,107.00,100.00,29440.00,,5440.00,116.00,23560.00,49320.00,25035.00,131305.10,,-4690.10,,,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","100","02",44720.00,119597.00,150.00,113.00,96.00,100.00,21720.00,,2840.00,90.00,20160.00,41880.00,25035.00,98260.80,,-3698.80,,,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","100","03",40880.00,104828.00,150.00,103.00,100.00,100.00,15720.00,,2840.00,94.00,22320.00,38880.00,25035.00,83035.00,,-3242.00,,,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","100","04",50800.00,132049.00,150.00,116.00,99.00,100.00,23800.00,,4680.00,93.00,22320.00,53240.00,25035.00,111098.00,,-4083.90,,,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","100","05",50800.00,132596.00,150.00,132.00,120.00,100.00,24120.00,,4720.00,122.00,21960.00,50120.00,25035.00,111661.60,,-4100.80,,,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","100","06",67840.00,181976.00,150.00,178.00,141.00,100.00,33840.00,,6640.00,134.00,27360.00,60440.00,25035.00,152072.80,,-5313.20,10180.90,,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","100","07",65480.00,206770.00,150.00,196.00,122.00,100.00,33240.00,,6000.00,156.00,26240.00,66520.00,32973.00,154130.30,,-5613.00,25279.30,,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","100","08",57640.00,178431.00,150.00,175.00,122.00,100.00,30680.00,,5160.00,127.00,21800.00,69320.00,33540.00,138422.80,,-5158.80,11627.20,,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","100","09",69440.00,223644.00,150.00,204.00,120.00,100.00,35480.00,,7320.00,125.00,26640.00,69480.00,33540.00,164979.20,,-5955.50,31080.40,,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","100","10",58960.00,169098.00,150.00,152.00,116.00,100.00,30720.00,,5040.00,119.00,23200.00,70080.00,33540.00,140327.20,,-5216.00,447.20,,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","100","11",56240.00,152442.00,150.00,166.00,113.00,100.00,28600.00,,5080.00,129.00,22560.00,66440.00,25602.00,127159.10,,-4582.80,4267.00,,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","100","12",57200.00,150088.00,150.00,153.00,119.00,100.00,28840.00,,6280.00,134.00,22080.00,52800.00,25035.00,129181.20,,-4626.40,500.70,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","101","01",45840.00,122678.00,150.00,147.00,97.00,100.00,17080.00,7520,3520.00,90.00,17720.00,58440.00,25035.00,101440.00,147,-3794.10,,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","101","02",47680.00,108640.00,150.00,129.00,87.00,100.00,0.00,18080,4560.00,90.00,25040.00,44720.00,25035.00,86968.00,129,-3360.00,,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","101","03",39120.00,100362.00,150.00,,97.00,100.00,,20320,3000.00,90.00,15800.00,40880.00,25035.00,78434.40,120,-3104.00,,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","101","04",61800.00,149715.00,150.00,,122.00,100.00,0.00,30240,5920.00,148.00,25640.00,50800.00,25035.00,121914.80,172,-4408.40,7176.70,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","101","05",57080.00,148881.00,150.00,,115.00,100.00,0.00,28160,5200.00,132.00,23720.00,50800.00,25035.00,112795.60,188,-4134.90,15187.90,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","101","06",73400.00,180913.00,150.00,,172.00,100.00,0.00,35600,6800.00,118.00,31000.00,67840.00,25035.00,144270.00,191,-5079.10,16690.00,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","101","07",62480.00,203128.00,150.00,182.00,120.00,100.00,12760.00,20440,4400.00,140.00,24880.00,65480.00,32335.70,159330.00,189,-5749.80,17215.10,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","101","08",67560.00,207727.00,150.00,155.00,121.00,99.00,14800.00,19240,7280.00,154.00,26240.00,57640.00,32533.80,179624.20,158,-6046.50,1618.70,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","101","09",65280.00,201134.00,150.00,137.00,120.00,100.00,14400.00,20000,5640.00,124.00,25240.00,69440.00,32533.80,175106.30,138,-6220.70,,-3.00,-282.90,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","101","10",63240.00,210029.00,150.00,178.00,126.00,100.00,14160.00,18920,6080.00,143.00,24080.00,58960.00,32533.80,169932.70,162,-6073.90,13639.60,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","101","11",65880.00,177375.00,150.00,151.00,117.00,100.00,1360.00,31640,6560.00,129.00,26320.00,56240.00,25383.90,149901.50,173,-5258.50,7351.10,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","101","12",52840.00,139571.00,150.00,,124.00,100.00,0.00,27840,4560.00,110.00,20440.00,57200.00,24283.90,119606.80,133,-4316.70,,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","102","01",48640.00,129200.00,150.00,,104.00,100.00,0.00,23880,4640.00,131.00,20120.00,45840.00,24283.90,107882.60,156,-3964.90,1001.40,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","102","02",56880.00,143394.00,150.00,,100.00,100.00,0.00,26080,5360.00,106.00,25440.00,47680.00,24283.90,123547.70,119,-4434.90,,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","102","03",43760.00,111924.00,150.00,,103.00,100.00,0.00,17600,3120.00,98.00,23040.00,39120.00,24283.90,91101.60,116,-3461.50,,,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","102","04",55120.00,146026.00,150.00,,114.00,100.00,0.00,27720,4560.00,136.00,22840.00,61800.00,24283.90,122822.90,164,-4413.20,3338.00,-3.00,,,-3
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","102","05",62440.00,167188.00,150.00,,125.00,100.00,0.00,29960,6080.00,116.00,26400.00,57080.00,24283.90,137582.00,178,-4855.90,10180.90,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","102","06",74240.00,206602.00,150.00,,138.00,100.00,0.00,38680,6280.00,140.00,29280.00,73400.00,24283.90,167375.40,199,-5749.70,20695.60,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","102","07",80600.00,244585.00,150.00,180.00,158.00,100.00,14640.00,22800,9000.00,171.00,34160.00,62480.00,31983.80,204985.00,167,-7109.00,14727.90,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","102","08",72480.00,239829.00,150.00,182.00,128.00,99.00,17160.00,22080,5960.00,137.00,27280.00,67560.00,32533.80,197532.30,181,-6556.80,16322.80,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","102","09",74360.00,238949.00,150.00,181.00,131.00,100.00,16280.00,21400,7400.00,136.00,29280.00,65280.00,32533.80,197672.40,170,-6906.10,15652.00,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","102","10",62760.00,197423.00,150.00,162.00,118.00,100.00,14040.00,18160,5560.00,126.00,25000.00,63240.00,33540.00,172682.00,153,-6186.60,5366.40,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","102","11",69080.00,210985.00,150.00,,155.00,100.00,0.00,36200,5600.00,119.00,27280.00,65880.00,25035.00,180599.60,193,-6169.00,19026.60,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","102","12",56640.00,163006.00,150.00,,109.00,100.00,0.00,28640,6280.00,121.00,21720.00,52840.00,25035.00,147490.80,155,-5175.70,1669.00,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","103","01",55560.00,158426.00,180.00,,104.00,100.00,0.00,27160,4600.00,104.00,23800.00,48640.00,26203.30,142338.40,124,-5056.20,,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","103","02",53460.00,156965.00,180.00,,100.00,100.00,0.00,25040,4520.00,104.00,24800.00,56880.00,30042.00,136944.80,125,-5009.60,,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","103","03",49600.00,142512.00,180.00,,106.00,100.00,0.00,20840,3560.00,105.00,25200.00,43760.00,30042.00,121569.20,118,-4548.30,,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","103","04",58360.00,167682.00,180.00,,111.00,100.00,0.00,27200,6280.00,112.00,24880.00,55120.00,30042.00,148346.40,123,-5351.60,,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","103","05",57840.00,167658.00,180.00,,136.00,100.00,0.00,28720,3880.00,122.00,25240.00,62440.00,30042.00,148320.40,167,-5350.80,,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","103","06",70400.00,198166.00,180.00,,135.00,100.00,0.00,34080,7400.00,141.00,28920.00,74240.00,30042.00,180775.60,178,-6324.50,,-3.00,,,-6324
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","103","07",75160.00,252421.00,180.00,197.00,175.00,99.00,15320.00,20520,6880.00,181.00,32440.00,80600.00,40248.00,221922.80,174,-7471.80,7602.40,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","103","08",84000.00,282008.00,180.00,189.00,143.00,99.00,19160.00,25040,7440.00,162.00,32360.00,72480.00,40248.00,257497.60,179,-8475.70,4024.80,-3.00,-349.90,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","103","09",81040.00,276672.00,180.00,206.00,145.00,99.00,17240.00,21680,9120.00,164.00,33000.00,74360.00,40248.00,241889.60,185,-8029.90,13416.00,-3.00,-383.30,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","103","10",83280.00,292473.00,180.00,213.00,152.00,98.00,18000.00,24480,7480.00,159.00,33320.00,62760.00,40248.00,251697.60,196,-7882.50,18111.60,-3.00,,,-788
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","103","11",77000.00,219658.00,180.00,,139.00,99.00,0.00,39120,6520.00,143.00,31360.00,69080.00,30042.00,199599.20,193,-6544.70,4339.40,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","103","12",64400.00,183080.00,180.00,,132.00,100.00,0.00,30280,6920.00,127.00,27200.00,56640.00,30042.00,164096.40,156,-5824.10,,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","104","01",58720.00,177464.00,180.00,,117.00,100.00,0.00,30360,4800.00,110.00,23560.00,55560.00,30042.00,152913.60,129,-5488.60,,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","104","02",53080.00,160661.00,180.00,,111.00,100.00,0.00,25360,5240.00,94.00,22480.00,54360.00,30042.00,135590.40,123,-4968.90,,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","104","03",51280.00,149258.00,180.00,,123.00,100.00,0.00,20840,2360.00,101.00,28080.00,49600.00,30042.00,123834.80,135,-4616.30,,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","104","04",57240.00,171466.00,180.00,,111.00,100.00,0.00,28800,4000.00,119.00,24440.00,58360.00,30042.00,147450.80,145,-5303.10,,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","104","05",63440.00,175848.00,180.00,,112.00,100.00,0.00,33440,3920.00,110.00,26080.00,57840.00,30042.00,151247.20,155,-5438.60,,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","104","06",74920.00,201007.00,180.00,,142.00,100.00,0.00,35440,8120.00,150.00,31360.00,70400.00,30042.00,174431.60,188,-6134.20,2670.40,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","104","07",72800.00,241579.00,180.00,181.00,152.00,99.00,17240.00,22120,4920.00,173.00,28520.00,75160.00,40248.00,207960.40,165,-7073.90,447.20,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","104","08",66080.00,217910.00,180.00,153.00,127.00,99.00,15600.00,20120,5720.00,148.00,24640.00,84000.00,40248.00,189452.80,141,-6546.40,,-3.00,,,-5242
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","104","09",62200.00,210787.00,180.00,166.00,125.00,99.00,14240.00,18680,5720.00,122.00,23560.00,81040.00,40248.00,176726.00,169,-6183.70,,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","104","10",67280.00,228322.00,180.00,188.00,138.00,100.00,15320.00,21080,4880.00,122.00,26000.00,83280.00,40248.00,191450.00,182,-6950.90,3577.60,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","104","11",71760.00,193706.00,180.00,,136.00,100.00,0.00,37720,5800.00,148.00,28240.00,77000.00,30042.00,166905.20,188,-5908.40,2670.40,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","104","12",53960.00,150031.00,180.00,,118.00,100.00,0.00,28160,4640.00,122.00,21160.00,64400.00,30042.00,125353.60,136,-4640.20,,-3.00,,-721.00,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","105","01",55120.00,152896.00,180.00,,98.00,100.00,0.00,28560,4520.00,104.00,22040.00,58720.00,30042.00,127585.60,134,-4728.80,,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","105","02",56680.00,150635.00,180.00,,115.00,100.00,0.00,25120,5960.00,141.00,25600.00,53080.00,30042.00,125255.20,122,-4658.90,,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","105","03",48320.00,128289.00,180.00,,115.00,100.00,0.00,18920,4120.00,92.00,25280.00,51280.00,30042.00,102218.00,120,-3967.80,,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","105","04",58680.00,160155.00,180.00,,118.00,100.00,0.00,29840,5040.00,115.00,23800.00,57240.00,30042.00,135069.60,130,-4953.30,,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","105","05",61440.00,150049.00,180.00,,126.00,100.00,0.00,30840,6240.00,146.00,24360.00,63440.00,30042.00,123105.60,173,-2285.00,,-3.00,,-811.10,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","105","06",78280.00,195041.00,180.00,,142.00,100.00,0.00,41400,6680.00,178.00,30200.00,74920.00,30042.00,159330.80,203,-2840.50,8511.90,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","105","07",75040.00,244823.00,180.00,221.00,139.00,100.00,16560.00,22080,6960.00,186.00,29440.00,72800.00,40248.00,183453.60,224,-3355.50,24479.40,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","105","08",70200.00,207165.00,180.00,172.00,143.00,100.00,15360.00,19400,7960.00,142.00,27480.00,66080.00,40248.00,170075.20,167,-3154.80,,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","105","09",78840.00,233552.00,180.00,179.00,156.00,99.00,18720.00,23320,6880.00,153.00,29920.00,62200.00,40248.00,196864.00,168,-3556.60,,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","105","10",67880.00,203626.00,180.00,172.00,145.00,100.00,15120.00,19320,6400.00,147.00,27040.00,67280.00,40248.00,165464.80,183,-3085.60,1001.40,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","105","11",75320.00,179481.00,180.00,,161.00,100.00,0.00,37640,7360.00,167.00,30320.00,71760.00,30042.00,150524.40,187,-2697.60,2336.60,-3.00,,-721.00,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","105","12",65240.00,160680.00,180.00,,151.00,100.00,0.00,34640,5760.00,144.00,24840.00,53960.00,30042.00,133087.60,162,-2446.90,,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","106","01",61080.00,146936.00,180.00,,129.00,100.00,0.00,31240,6600.00,130.00,23240.00,55120.00,30042.00,123442.00,154,-2302.20,,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","106","02",59240.00,136530.00,180.00,,125.00,100.00,0.00,26480,3800.00,111.00,28960.00,56680.00,30042.00,112770.80,146,-2142.10,,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","106","03",47600.00,116115.00,180.00,,102.00,100.00,0.00,21440,4440.00,100.00,21720.00,48320.00,30042.00,91547.20,129,-1823.80,,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","106","04",58880.00,144334.00,180.00,,116.00,100.00,0.00,32080,4720.00,107.00,22080.00,58680.00,30042.00,121083.20,150,-2266.80,,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","106","05",63080.00,146854.00,180.00,,136.00,100.00,0.00,29640,6880.00,142.00,26560.00,61440.00,30042.00,123634.00,173,-2305.10,,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","106","06",83680.00,214491.00,180.00,,164.00,100.00,0.00,43320,6320.00,152.00,34040.00,78280.00,30042.00,168526.40,238,-2978.50,26036.40,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","106","07",79440.00,242735.00,180.00,212.00,170.00,100.00,18200.00,24160,7240.00,180.00,29840.00,75040.00,40248.00,197429.20,190,-3565.10,17440.80,-3.00,,,
"A2","蘭潭","蘭潭-畜牧場區","09-16-6190-13-5","106","08",81320.00,227960.00,180.00,185.00,161.00,99.00,17480.00,22880,8840.00,154.00,32120.00,70200.00,40248.00,196442.00,180,-3550.30,2236.00,-3.00,,,
